layer,mean,std,n
model.layers.7.self_attn.v_proj,-0.039849721106293146,0.03108318847553758,3145728
model.layers.8.mlp.down_proj,-0.05608024456607078,0.044836170385372416,25165824
model.layers.8.mlp.gate_proj,-0.06195719211200412,0.049748576757062304,25165824
model.layers.8.mlp.up_proj,-0.05516312959737964,0.04294658107018832,25165824
model.layers.8.self_attn.k_proj,-0.10006479124058387,0.09293175037844988,3145728
model.layers.8.self_attn.o_proj,-0.04421411908227431,0.035239263146815636,9437184
model.layers.8.self_attn.q_proj,-0.07523950026835438,0.06759444126283394,9437184
model.layers.8.self_attn.v_proj,-0.0405402772078863,0.031581011600300204,3145728
model.layers.9.mlp.down_proj,-0.05561290972483827,0.0441739974859955,25165824
model.layers.9.mlp.gate_proj,-0.061643217238952275,0.05044530393942269,25165824
model.layers.9.mlp.up_proj,-0.05617731943107174,0.04357892230455828,25165824
model.layers.9.self_attn.k_proj,-0.09817718176418566,0.0857266942038568,3145728
model.layers.9.self_attn.o_proj,-0.04620632911408191,0.03759637546067746,9437184
model.layers.9.self_attn.q_proj,-0.07416118045926447,0.06395748841331225,9437184
model.layers.9.self_attn.v_proj,-0.04367436262691626,0.03554994595148918,3145728
